Comment,Profile URL,Sentiment,ProfileID,PagesLiked
I wish Promised Land would bring back “ cookies and cream “ flavor it was so good,https://www.facebook.com/alex.krolikowski.9?fref=ufi&rc=p,Positive,1670690010,"['https://www.facebook.com/smallengineparts/?ref=br_rs', 'https://www.facebook.com/search/103115829728894/places-in/153490828039067/places/intersect/', 'https://www.facebook.com/Omnitracs/?ref=br_rs', 'https://www.facebook.com/NettlesSausage/?ref=br_rs', 'https://www.facebook.com/search/113262008687508/places-in/181564868547915/places/intersect/', 'https://www.facebook.com/volvotruckguy/?ref=br_rs', 'https://www.facebook.com/search/105551746145708/places-in/128232937246338/places/intersect/', 'https://www.facebook.com/FortMyersAuctionCo/?ref=br_rs', 'https://www.facebook.com/search/108581482500410/places-in/192422584121096/places/intersect/', 'https://www.facebook.com/MossyOak/?ref=br_rs', 'https://www.facebook.com/LegendaryBigRig/?ref=br_rs', 'https://www.facebook.com/FLTruckSalesLLC/?ref=br_rs', 'https://www.facebook.com/search/113414322005360/places-in/131962450204676/places/intersect/', 'https://www.facebook.com/RyderSystemInc/?ref=br_rs', 'https://www.facebook.com/search/110148382341970/places-in/152367304818850/places/intersect/', 'https://www.facebook.com/RevolutionPerformance/?ref=br_rs', 'https://www.facebook.com/search/109389985746062/places-in/149998721725634/places/intersect/', 'https://www.facebook.com/TheDixiePickers/?ref=br_rs', 'https://www.facebook.com/search/109342255752091/places-in/131962450204676/places/intersect/', 'https://www.facebook.com/Classy-Chassis-Custom-Truck-Conversions-Auto-Body-152873031406184/?ref=br_rs', 'https://www.facebook.com/search/103719419666344/places-in/625688294262999/places/intersect/']"
This is the best milk period! I drive to Publix just to buy Promised Land milk.,https://www.facebook.com/lauririchie.hudson?fref=ufi&rc=p,Positive,100000152077701,"['https://www.facebook.com/chrisknightmusic/?ref=br_rs', 'https://www.facebook.com/WardDavisOfficial/?ref=br_rs', 'https://www.facebook.com/vintage1889/?ref=br_rs', 'https://www.facebook.com/search/108018039221410/places-in/149803325077018/places/intersect/', 'https://www.facebook.com/fansofhank/?ref=br_rs', 'https://www.facebook.com/ElCerritoMexicanGrill/?ref=br_rs', 'https://www.facebook.com/search/105552739478578/places-in/199377230079198/places/intersect/', 'https://www.facebook.com/Rubys-Bakery-1260838167371393/?ref=br_rs', 'https://www.facebook.com/search/105528606148010/places-in/273819889375819/places/intersect/', 'https://www.facebook.com/simplydeliciousal/?ref=br_rs', 'https://www.facebook.com/search/105552739478578/places-in/139433292785470/places/intersect/', 'https://www.facebook.com/TheHardGospel/?ref=br_rs', 'https://www.facebook.com/EighthRail/?ref=br_rs', 'https://www.facebook.com/search/113454375334943/places-in/273819889375819/places/intersect/']"
Missing the retired peach,https://www.facebook.com/galar3?fref=ufi&rc=p,Positive,650898171678963,"['https://www.facebook.com/thefootballrepublic/?ref=br_rs', 'https://www.facebook.com/SquawkaFootballNews/?ref=br_rs', 'https://www.facebook.com/FullTimeDEVILS/?ref=br_rs', 'https://www.facebook.com/RGalacticos/?ref=br_rs', 'https://www.facebook.com/BlueMoonRisingTV/?ref=br_rs', 'https://www.facebook.com/NouNation/?ref=br_rs']"
Best ever.  Would love to know where to get vanilla!!😍,https://www.facebook.com/mary.r.mann.5?fref=ufi&rc=p,Positive,650898171678963,"['https://www.facebook.com/thefootballrepublic/?ref=br_rs', 'https://www.facebook.com/SquawkaFootballNews/?ref=br_rs', 'https://www.facebook.com/FullTimeDEVILS/?ref=br_rs', 'https://www.facebook.com/RGalacticos/?ref=br_rs', 'https://www.facebook.com/BlueMoonRisingTV/?ref=br_rs', 'https://www.facebook.com/NouNation/?ref=br_rs']"
Love this stuff considering I used to use nest quick I also drive to Publix to get it,https://www.facebook.com/profile.php?id=100009468554977&fref=ufi&rc=p,Positive,100009468554977,"['https://www.facebook.com/diplyhumor/?ref=br_rs', 'https://www.facebook.com/YLEssentialOilsMichelleGillard/?ref=br_rs', 'https://www.facebook.com/search/109831959046495/places-in/2214/places/intersect/', 'https://www.facebook.com/LoftMountainWay/?ref=br_rs', 'https://www.facebook.com/search/108038202551394/places-in/205359639482698/places/intersect/', 'https://www.facebook.com/LenoxAveChurchofGod/?ref=br_rs', 'https://www.facebook.com/search/108127182549256/places-in/170386086340798/places/intersect/', 'https://www.facebook.com/aujpoj/?ref=br_rs', 'https://www.facebook.com/lularoe.kristinemcdonald/?ref=br_rs', 'https://www.facebook.com/TrendFeedUK/?ref=br_rs', 'https://www.facebook.com/Florida-Gators-Logos-309461309070088/?ref=br_rs', 'https://www.facebook.com/pages/The-Ivy-House/173180996039703?ref=br_rs', 'https://www.facebook.com/search/112123518800704/places-in/192831537402299/places/intersect/', 'https://www.facebook.com/Oak-Ridge-Tennessee-163205977043982/?ref=br_rs', 'https://www.facebook.com/search/112657448749183/places-in/2500/places/intersect/', 'https://www.facebook.com/GoldenPavers/?ref=br_rs', 'https://www.facebook.com/search/108127182549256/places-in/124555004283973/places/intersect/', 'https://www.facebook.com/columbiacountyfairgrounds/?ref=br_rs', 'https://www.facebook.com/search/113262008687508/places-in/179943432047564/places/intersect/']"
Loved your milk when it was it the glass bottles,https://www.facebook.com/patricia.benton.908?fref=ufi&rc=p,Positive,100011428839050,"['https://www.facebook.com/Standlee.Forage/?ref=br_rs', 'https://www.facebook.com/search/112262392124192/places-in/2201/places/intersect/', 'https://www.facebook.com/HachiHachiCamden/?ref=br_rs', 'https://www.facebook.com/search/112310958780993/places-in/199035016778342/places/intersect/', 'https://www.facebook.com/FergusTheHorse/?ref=br_rs', 'https://www.facebook.com/Ouachita-County-4H-Club-691320591076810/?ref=br_rs', 'https://www.facebook.com/DoeLakeDairyGoats/?ref=br_rs', 'https://www.facebook.com/search/109612805732280/places-in/150815208309028/places/intersect/', 'https://www.facebook.com/discoverthehorse/?ref=br_rs', 'https://www.facebook.com/jandmwelding/?ref=br_rs', 'https://www.facebook.com/search/112310958780993/places-in/149998721725634/places/intersect/', 'https://www.facebook.com/NutrenaFeed/?ref=br_rs', 'https://www.facebook.com/A-Home-for-Fido-1456370761304843/?ref=br_rs', 'https://www.facebook.com/HPAnimalAlliance/?ref=br_rs', 'https://www.facebook.com/search/105475982818817/places-in/2603/places/intersect/', 'https://www.facebook.com/armandhammer/?ref=br_rs', 'https://www.facebook.com/TripleCrownFeed/?ref=br_rs', 'https://www.facebook.com/search/108736812484919/places-in/150815208309028/places/intersect/']"
"Thank you, cow! I love you!",https://www.facebook.com/christopher.maness.9?fref=ufi&rc=p,Positive,100000519764218,"['https://www.facebook.com/markiplier/?ref=br_rs', 'https://www.facebook.com/pages/Harry-Potter-film-series/109063035778508?ref=br_rs', 'https://www.facebook.com/PUBG/?ref=br_rs', 'https://www.facebook.com/AWEmeChannel/?ref=br_rs', 'https://www.facebook.com/LogitechG/?ref=br_rs', 'https://www.facebook.com/droptekofficial/?ref=br_rs', 'https://www.facebook.com/TheHogwartsSchool/?ref=br_rs', 'https://www.facebook.com/search/106078429431815/places-in/2612/places/intersect/', 'https://www.facebook.com/BethesdaSoftworks/?ref=br_rs', 'https://www.facebook.com/search/112197455462418/places-in/211579738882707/places/intersect/', 'https://www.facebook.com/ApplestoApples/?ref=br_rs', 'https://www.facebook.com/pages/GTA-Online/141112742766483?ref=br_rs', 'https://www.facebook.com/promisedlanddairy/?ref=br_rs', 'https://www.facebook.com/search/110297742331680/places-in/150108431712141/places/intersect/', 'https://www.facebook.com/CriticalMissions/?ref=br_rs']"
Our daughter brought us at least 10 pounds of strawberries on Monday. I made 24- 8 ounce jars of freezer jam. Sooooo good.,https://www.facebook.com/valerie.glasgowlucas?fref=ufi&rc=p,Positive,100000670838598,"['https://www.facebook.com/foodbyshared/?ref=br_rs', 'https://www.facebook.com/search/109870912368806/places-in/2233/places/intersect/', 'https://www.facebook.com/ThinkingHumanity/?ref=br_rs', 'https://www.facebook.com/PatientsRising/?ref=br_rs', 'https://www.facebook.com/search/110184922344060/places-in/2603/places/intersect/', 'https://www.facebook.com/promixgardening/?ref=br_rs', 'https://www.facebook.com/search/110925022261358/places-in/156555961070638/places/intersect/', 'https://www.facebook.com/diplyhumor/?ref=br_rs', 'https://www.facebook.com/TrilogyWickenburgRanch/?ref=br_rs', 'https://www.facebook.com/search/104047142964824/places-in/198327773511962/places/intersect/', 'https://www.facebook.com/CenterfieldCardsAndComics/?ref=br_rs', 'https://www.facebook.com/search/112701148745311/places-in/133510666716809/places/intersect/', 'https://www.facebook.com/FoodsAround/?ref=br_rs', 'https://www.facebook.com/search/111070818917271/places-in/2202/places/intersect/', 'https://www.facebook.com/HerculesRadioCo/?ref=br_rs', 'https://www.facebook.com/YourDailyDish/?ref=br_rs', 'https://www.facebook.com/nutrish/?ref=br_rs', 'https://www.facebook.com/democraticunderground/?ref=br_rs']"
Haven’t seen that milk in North Carolina. Like Too,https://www.facebook.com/profile.php?id=100017761387060&fref=ufi&rc=p,Positive,100017761387060,"['https://www.facebook.com/Obituaries.In.High.Point.North.Carolina/?ref=br_rs', 'https://www.facebook.com/I.Luv.Jesus.4ever/?ref=br_rs', 'https://www.facebook.com/Alot-Health-762148003833944/?ref=br_rs', 'https://www.facebook.com/InspiredLifePage/?ref=br_rs', 'https://www.facebook.com/peticaljubimci/?ref=br_rs', 'https://www.facebook.com/search/103735102998587/places-in/144982405562750/places/intersect/', 'https://www.facebook.com/allcuteallthetime/?ref=br_rs', 'https://www.facebook.com/search/111948542155151/places-in/192614304101075/places/intersect/', 'https://www.facebook.com/FranklinGraham/?ref=br_rs', 'https://www.facebook.com/followkiwireport/?ref=br_rs', 'https://www.facebook.com/gimmetest/?ref=br_rs', 'https://www.facebook.com/animalchannelbysbly/?ref=br_rs', 'https://www.facebook.com/i.lovebirds.andflowers/?ref=br_rs', 'https://www.facebook.com/wikr.daily/?ref=br_rs']"
The best chocolate milk I ever drank. Thumbs up. My daughter said the Strawberry was great also. Thanks to Kroger for giving it to me on the Free Friday Download I would of never tried it. 🤩,https://www.facebook.com/barbara.rhoades.94?fref=ufi&rc=p,Positive,100005816434760,"['https://www.facebook.com/PurpleFlowerSwati/?ref=br_rs', 'https://www.facebook.com/search/111948542155151/places-in/1602/places/intersect/', 'https://www.facebook.com/vixdotcom/?ref=br_rs', 'https://www.facebook.com/GeneralHospitalSpoilers/?ref=br_rs', 'https://www.facebook.com/PowerhouseRomanReigns/?ref=br_rs', 'https://www.facebook.com/search/109316785761748/places-in/1600/places/intersect/', 'https://www.facebook.com/mdshahin.khan.90260?ref=br_rs', 'https://www.facebook.com/Judys-Paint-Party-212214772280602/?ref=br_rs', 'https://www.facebook.com/search/104006346303593/places-in/440293872820865/places/intersect/', 'https://www.facebook.com/SKWrestling/?ref=br_rs', 'https://www.facebook.com/search/108424279189115/places-in/2709/places/intersect/', 'https://www.facebook.com/TheTinyStories/?ref=br_rs', 'https://www.facebook.com/DallasGetTheEwingsANewNetwork/?ref=br_rs', 'https://www.facebook.com/ThoughtfulWomen.org/?ref=br_rs', 'https://www.facebook.com/search/105540216147364/places-in/2233/places/intersect/', 'https://www.facebook.com/AltitudeofLouisville/?ref=br_rs', 'https://www.facebook.com/search/104006346303593/places-in/189334414420898/places/intersect/', 'https://www.facebook.com/wwe/?ref=br_rs', 'https://www.facebook.com/search/103133213059698/places-in/124584130946507/places/intersect/', 'https://www.facebook.com/exploredogs/?ref=br_rs']"
I do not like to be center of attention..do not like to be around a lot of people,https://www.facebook.com/jo.cleaver.106?fref=ufi&rc=p,Positive,100014096739611,"['https://www.facebook.com/houstonseagle/?ref=br_rs', 'https://www.facebook.com/search/115963528414384/places-in/2233/places/intersect/', 'https://www.facebook.com/quickerstickersandtees/?ref=br_rs', 'https://www.facebook.com/search/112663095413591/places-in/2239/places/intersect/', 'https://www.facebook.com/oneverystep/?ref=br_rs', 'https://www.facebook.com/ScottBrownLaw/?ref=br_rs', 'https://www.facebook.com/search/112907188722221/places-in/193005947395563/places/intersect/', 'https://www.facebook.com/thefactsnews/?ref=br_rs', 'https://www.facebook.com/search/112663095413591/places-in/197888373555475/places/intersect/', 'https://www.facebook.com/MrCookingPanda/?ref=br_rs', 'https://www.facebook.com/search/110970792260960/places-in/2233/places/intersect/', 'https://www.facebook.com/AWMAmerica/?ref=br_rs', 'https://www.facebook.com/shaynestillmusic/?ref=br_rs', 'https://www.facebook.com/search/112907188722221/places-in/179943432047564/places/intersect/', 'https://www.facebook.com/ryancarrawake1/?ref=br_rs', 'https://www.facebook.com/elpatio03/?ref=br_rs', 'https://www.facebook.com/search/112907188722221/places-in/212369748779358/places/intersect/', 'https://www.facebook.com/thevintagenews/?ref=br_rs', 'https://www.facebook.com/search/109360339083522/places-in/2233/places/intersect/', 'https://www.facebook.com/brightside/?ref=br_rs', 'https://www.facebook.com/search/102188499823036/places-in/2233/places/intersect/', 'https://www.facebook.com/houstonzoo/?ref=br_rs', 'https://www.facebook.com/search/115963528414384/places-in/1191146560918930/places/intersect/', 'https://www.facebook.com/homehacksofficial/?ref=br_rs', 'https://www.facebook.com/BrazoriaCountyAlzheimersAwarenessProject/?ref=br_rs', 'https://www.facebook.com/search/112907188722221/places-in/170968163319233/places/intersect/', 'https://www.facebook.com/freshandhomemade/?ref=br_rs', 'https://www.facebook.com/search/112760782070229/places-in/149803325077018/places/intersect/', 'https://www.facebook.com/rayj/?ref=br_rs', 'https://www.facebook.com/search/109557919063804/places-in/1601/places/intersect/', 'https://www.facebook.com/Xfinity/?ref=br_rs', 'https://www.facebook.com/laceylara01/?ref=br_rs', 'https://www.facebook.com/LilyonQuotes/?ref=br_rs', 'https://www.facebook.com/thefitnesscafe1/?ref=br_rs', 'https://www.facebook.com/SPF.Powdercoating/?ref=br_rs', 'https://www.facebook.com/search/112907188722221/places-in/176831012360626/places/intersect/', 'https://www.facebook.com/delish/?ref=br_rs', 'https://www.facebook.com/sungazing1/?ref=br_rs']"
Absolutely the best...super rich and super creamy!!  😍😍,https://www.facebook.com/laura.colwell.146?fref=ufi&rc=p,Positive,100009917972795,"['https://www.facebook.com/AlaskaNPS/?ref=br_rs', 'https://www.facebook.com/search/106199619411091/places-in/161422927240513/places/intersect/', 'https://www.facebook.com/MtAnteroTreasures/?ref=br_rs', 'https://www.facebook.com/search/106002936098658/places-in/188031587886173/places/intersect/', 'https://www.facebook.com/theoutposthunting/?ref=br_rs', 'https://www.facebook.com/search/103721789666390/places-in/171385766240459/places/intersect/', 'https://www.facebook.com/dqgainesvilletx/?ref=br_rs', 'https://www.facebook.com/search/103106633063103/places-in/200863816597800/places/intersect/', 'https://www.facebook.com/thegreenfrogrestaurant/?ref=br_rs', 'https://www.facebook.com/search/108272539193310/places-in/544264855604172/places/intersect/', 'https://www.facebook.com/fibrowire/?ref=br_rs', 'https://www.facebook.com/colwellmarket/?ref=br_rs', 'https://www.facebook.com/search/112008322148225/places-in/128157407253652/places/intersect/', 'https://www.facebook.com/TomSelleckFanPage/?ref=br_rs', 'https://www.facebook.com/DwayneJohnson/?ref=br_rs', 'https://www.facebook.com/promisedlanddairy/?ref=br_rs', 'https://www.facebook.com/search/110297742331680/places-in/150108431712141/places/intersect/', 'https://www.facebook.com/thenursespage/?ref=br_rs', 'https://www.facebook.com/AWMAmerica/?ref=br_rs']"
Shaemun Webster look it's oily alignment 😂😂,https://www.facebook.com/monique.henry.528?fref=ufi&rc=p,Positive,1811314706,[]
Love this milk!!,https://www.facebook.com/jldodd2?fref=ufi&rc=p,Positive,1628957503,"['https://www.facebook.com/diplytrending/?ref=br_rs', 'https://www.facebook.com/WildlifeinNeed.Inc/?ref=br_rs', 'https://www.facebook.com/search/107947562567063/places-in/2603/places/intersect/', 'https://www.facebook.com/NWSMemphis/?ref=br_rs', 'https://www.facebook.com/search/103123839728353/places-in/161422927240513/places/intersect/', 'https://www.facebook.com/theyardmilkshakebar/?ref=br_rs', 'https://www.facebook.com/tulumfreshmexicangrill/?ref=br_rs', 'https://www.facebook.com/search/107627202600803/places-in/199377230079198/places/intersect/', 'https://www.facebook.com/juicebargreenhills/?ref=br_rs', 'https://www.facebook.com/search/106220079409935/places-in/219222658110242/places/intersect/', 'https://www.facebook.com/cornerstonesouthaven/?ref=br_rs', 'https://www.facebook.com/search/104034969634202/places-in/192134360811676/places/intersect/', 'https://www.facebook.com/SWTDD/?ref=br_rs', 'https://www.facebook.com/search/107627202600803/places-in/161422927240513/places/intersect/', 'https://www.facebook.com/Wall-Street-Grill-120903111255770/?ref=br_rs', 'https://www.facebook.com/search/104076179629553/places-in/192831537402299/places/intersect/', 'https://www.facebook.com/healingwaterschurch/?ref=br_rs', 'https://www.facebook.com/search/107388389290374/places-in/192134360811676/places/intersect/', 'https://www.facebook.com/MurdockMedia/?ref=br_rs', 'https://www.facebook.com/search/106057819434480/places-in/169056916473899/places/intersect/', 'https://www.facebook.com/palladiumsigns/?ref=br_rs', 'https://www.facebook.com/search/109879902364655/places-in/187133811318958/places/intersect/']"
Love it,https://www.facebook.com/betty.morton.925?fref=ufi&rc=p,Positive,650898171678963,"['https://www.facebook.com/thefootballrepublic/?ref=br_rs', 'https://www.facebook.com/SquawkaFootballNews/?ref=br_rs', 'https://www.facebook.com/FullTimeDEVILS/?ref=br_rs', 'https://www.facebook.com/RGalacticos/?ref=br_rs', 'https://www.facebook.com/BlueMoonRisingTV/?ref=br_rs', 'https://www.facebook.com/NouNation/?ref=br_rs']"
Love it. Would like to see it in smsller 6 pack bottles. Please,https://www.facebook.com/profile.php?id=100013019719245&fref=ufi&rc=p,Positive,100013019719245,"['https://www.facebook.com/ireallylovemygrandkids/?ref=br_rs', 'https://www.facebook.com/search/105545799477946/places-in/2612/places/intersect/', 'https://www.facebook.com/AWMAmerica/?ref=br_rs', 'https://www.facebook.com/DisneySuperFan/?ref=br_rs', 'https://www.facebook.com/faithfamilyamerica/?ref=br_rs', 'https://www.facebook.com/search/111948542155151/places-in/191684877517919/places/intersect/', 'https://www.facebook.com/The45thPresident/?ref=br_rs', 'https://www.facebook.com/Famificom/?ref=br_rs', 'https://www.facebook.com/search/106057819434480/places-in/2709/places/intersect/', 'https://www.facebook.com/FamifiHusband/?ref=br_rs', 'https://www.facebook.com/WesternJournal/?ref=br_rs', 'https://www.facebook.com/wsbtv/?ref=br_rs', 'https://www.facebook.com/search/107991659233606/places-in/1404/places/intersect/', 'https://www.facebook.com/FranklinGraham/?ref=br_rs', 'https://www.facebook.com/magiquiz/?ref=br_rs', 'https://www.facebook.com/WD-Americans-Online-1969250316633715/?ref=br_rs']"
